datetime,open,high,low,close,volume,ticker,fetch_time,market_status
2025-05-15 09:18:00+00:00,8575.759766,8575.759766,8575.759766,8575.759766,0,^FTSE,15/05/2025 9:33,1
2025-05-15 09:18:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 9:33,0
2025-05-15 09:18:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 9:33,0
2025-05-15 09:19:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 9:34,0
2025-05-15 09:19:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 9:34,0
2025-05-15 09:19:00+00:00,8577.709961,8577.709961,8577.709961,8577.709961,0,^FTSE,15/05/2025 9:34,1
2025-05-15 09:19:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 9:34,0
2025-05-15 09:19:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 9:34,0
2025-05-15 09:20:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 9:35,0
2025-05-15 09:20:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 9:35,0
2025-05-15 09:20:00+00:00,8580.139648,8580.139648,8580.139648,8580.139648,0,^FTSE,15/05/2025 9:35,1
2025-05-15 09:20:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 9:35,0
2025-05-15 09:20:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 9:35,0
2025-05-15 09:21:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 9:36,0
2025-05-15 09:21:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 9:36,0
2025-05-15 09:21:00+00:00,8581.530273,8581.530273,8581.530273,8581.530273,0,^FTSE,15/05/2025 9:36,1
2025-05-15 09:21:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 9:36,0
2025-05-15 09:21:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 9:36,0
2025-05-15 09:22:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 9:37,0
2025-05-15 09:22:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 9:37,0
2025-05-15 09:22:00+00:00,8579.910156,8579.910156,8579.910156,8579.910156,0,^FTSE,15/05/2025 9:37,1
2025-05-15 09:22:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 9:37,0
2025-05-15 09:22:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 9:37,0
2025-05-15 09:23:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 9:38,0
2025-05-15 09:23:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 9:38,0
2025-05-15 09:23:00+00:00,8579.820313,8579.820313,8579.820313,8579.820313,0,^FTSE,15/05/2025 9:38,1
2025-05-15 09:23:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 9:38,0
2025-05-15 09:23:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 9:38,0
2025-05-15 09:24:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 9:39,0
2025-05-15 09:24:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 9:39,0
2025-05-15 09:24:00+00:00,8580.629883,8580.629883,8580.629883,8580.629883,0,^FTSE,15/05/2025 9:39,1
2025-05-15 09:24:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 9:39,0
2025-05-15 09:24:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 9:39,0
2025-05-15 09:25:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 9:40,0
2025-05-15 09:25:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 9:40,0
2025-05-15 09:25:00+00:00,8580.160156,8580.160156,8580.160156,8580.160156,0,^FTSE,15/05/2025 9:40,1
2025-05-15 09:25:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 9:40,0
2025-05-15 09:25:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 9:40,0
2025-05-15 09:26:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 9:41,0
2025-05-15 09:26:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 9:41,0
2025-05-15 09:26:00+00:00,8582.070313,8582.070313,8582.070313,8582.070313,0,^FTSE,15/05/2025 9:41,1
2025-05-15 09:26:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 9:41,0
2025-05-15 09:26:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 9:41,0
2025-05-15 09:27:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 9:42,0
2025-05-15 09:27:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 9:42,0
2025-05-15 09:27:00+00:00,8583.400391,8583.400391,8583.400391,8583.400391,0,^FTSE,15/05/2025 9:42,1
2025-05-15 09:27:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 9:42,0
2025-05-15 09:27:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 9:42,0
2025-05-15 09:28:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 9:43,0
2025-05-15 09:28:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 9:43,0
2025-05-15 09:28:00+00:00,8586.620117,8586.620117,8586.620117,8586.620117,0,^FTSE,15/05/2025 9:43,1
2025-05-15 09:28:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 9:43,0
2025-05-15 09:28:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 9:43,0
2025-05-15 09:29:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 9:44,0
2025-05-15 09:29:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 9:44,0
2025-05-15 09:29:00+00:00,8587.950195,8587.950195,8587.950195,8587.950195,0,^FTSE,15/05/2025 9:44,1
2025-05-15 09:29:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 9:44,0
2025-05-15 09:29:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 9:44,0
2025-05-15 09:30:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 9:45,0
2025-05-15 09:30:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 9:45,0
2025-05-15 09:30:00+00:00,8589.219727,8589.219727,8589.219727,8589.219727,0,^FTSE,15/05/2025 9:45,1
2025-05-15 09:30:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 9:45,0
2025-05-15 09:30:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 9:45,0
2025-05-15 09:31:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 9:46,0
2025-05-15 09:31:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 9:46,0
2025-05-15 09:31:00+00:00,8590.370117,8590.370117,8590.370117,8590.370117,0,^FTSE,15/05/2025 9:46,1
2025-05-15 09:31:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 9:46,0
2025-05-15 09:31:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 9:46,0
2025-05-15 09:32:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 9:47,0
2025-05-15 09:32:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 9:47,0
2025-05-15 09:32:00+00:00,8590.299805,8590.299805,8590.299805,8590.299805,0,^FTSE,15/05/2025 9:47,1
2025-05-15 09:32:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 9:47,0
2025-05-15 09:32:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 9:47,0
2025-05-15 09:33:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 9:48,0
2025-05-15 09:33:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 9:48,0
2025-05-15 09:33:00+00:00,8589.780273,8589.780273,8589.780273,8589.780273,0,^FTSE,15/05/2025 9:48,1
2025-05-15 09:33:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 9:48,0
2025-05-15 09:33:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 9:48,0
2025-05-15 09:34:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 9:49,0
2025-05-15 09:34:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 9:49,0
2025-05-15 09:34:00+00:00,8590.719727,8590.719727,8590.719727,8590.719727,0,^FTSE,15/05/2025 9:49,1
2025-05-15 09:34:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 9:49,0
2025-05-15 09:34:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 9:49,0
2025-05-15 09:35:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 9:50,0
2025-05-15 09:35:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 9:50,0
2025-05-15 09:35:00+00:00,8585.049805,8585.049805,8585.049805,8585.049805,0,^FTSE,15/05/2025 9:50,1
2025-05-15 09:35:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 9:50,0
2025-05-15 09:35:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 9:50,0
2025-05-15 09:36:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 9:51,0
2025-05-15 09:36:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 9:51,0
2025-05-15 09:36:00+00:00,8583.150391,8583.150391,8583.150391,8583.150391,0,^FTSE,15/05/2025 9:51,1
2025-05-15 09:36:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 9:51,0
2025-05-15 09:36:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 9:51,0
2025-05-15 09:37:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 9:52,0
2025-05-15 09:37:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 9:52,0
2025-05-15 09:37:00+00:00,8585.950195,8585.950195,8585.950195,8585.950195,0,^FTSE,15/05/2025 9:52,1
2025-05-15 09:37:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 9:52,0
2025-05-15 09:37:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 9:52,0
2025-05-15 09:38:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 9:53,0
2025-05-15 09:38:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 9:53,0
2025-05-15 09:38:00+00:00,8587.759766,8587.759766,8587.759766,8587.759766,0,^FTSE,15/05/2025 9:53,1
2025-05-15 09:38:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 9:53,0
2025-05-15 09:38:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 9:53,0
2025-05-15 09:39:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 9:54,0
2025-05-15 09:39:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 9:54,0
2025-05-15 09:39:00+00:00,8588.459961,8588.459961,8588.459961,8588.459961,0,^FTSE,15/05/2025 9:54,1
2025-05-15 09:39:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 9:54,0
2025-05-15 09:39:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 9:54,0
2025-05-15 09:40:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 9:55,0
2025-05-15 09:40:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 9:55,0
2025-05-15 09:40:00+00:00,8590.089844,8590.089844,8590.089844,8590.089844,0,^FTSE,15/05/2025 9:55,1
2025-05-15 09:40:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 9:55,0
2025-05-15 09:40:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 9:55,0
2025-05-15 09:41:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 9:56,0
2025-05-15 09:41:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 9:56,0
2025-05-15 09:41:00+00:00,8589.089844,8589.089844,8589.089844,8589.089844,0,^FTSE,15/05/2025 9:56,1
2025-05-15 09:41:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 9:56,0
2025-05-15 09:41:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 9:56,0
2025-05-15 09:42:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 9:57,0
2025-05-15 09:42:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 9:57,0
2025-05-15 09:42:00+00:00,8587.530273,8587.530273,8587.530273,8587.530273,0,^FTSE,15/05/2025 9:57,1
2025-05-15 09:42:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 9:57,0
2025-05-15 09:42:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 9:57,0
2025-05-15 09:43:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 9:58,0
2025-05-15 09:43:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 9:58,0
2025-05-15 09:43:00+00:00,8588.290039,8588.290039,8588.290039,8588.290039,0,^FTSE,15/05/2025 9:58,1
2025-05-15 09:43:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 9:58,0
2025-05-15 09:43:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 9:58,0
2025-05-15 09:44:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 9:59,0
2025-05-15 09:44:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 9:59,0
2025-05-15 09:44:00+00:00,8590.69043,8590.69043,8590.69043,8590.69043,0,^FTSE,15/05/2025 9:59,1
2025-05-15 09:44:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 9:59,0
2025-05-15 09:44:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 9:59,0
2025-05-15 09:45:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 10:00,0
2025-05-15 09:45:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 10:00,0
2025-05-15 09:45:00+00:00,8591.919922,8591.919922,8591.919922,8591.919922,0,^FTSE,15/05/2025 10:00,1
2025-05-15 09:45:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 10:00,0
2025-05-15 09:45:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 10:00,0
2025-05-15 09:46:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 10:01,0
2025-05-15 09:46:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 10:01,0
2025-05-15 09:46:00+00:00,8591.410156,8591.410156,8591.410156,8591.410156,0,^FTSE,15/05/2025 10:01,1
2025-05-15 09:46:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 10:01,0
2025-05-15 09:46:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 10:01,0
2025-05-15 09:47:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 10:02,0
2025-05-15 09:47:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 10:02,0
2025-05-15 09:47:00+00:00,8593.629883,8593.629883,8593.629883,8593.629883,0,^FTSE,15/05/2025 10:02,1
2025-05-15 09:47:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 10:02,0
2025-05-15 09:47:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 10:02,0
2025-05-15 09:48:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 10:03,0
2025-05-15 09:48:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 10:03,0
2025-05-15 09:48:00+00:00,8594.009766,8594.009766,8594.009766,8594.009766,0,^FTSE,15/05/2025 10:03,1
2025-05-15 09:48:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 10:03,0
2025-05-15 09:48:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 10:03,0
2025-05-15 09:49:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 10:04,0
2025-05-15 09:49:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 10:04,0
2025-05-15 09:49:00+00:00,8596.089844,8596.089844,8596.089844,8596.089844,0,^FTSE,15/05/2025 10:04,1
2025-05-15 09:49:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 10:04,0
2025-05-15 09:49:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 10:04,0
2025-05-15 09:50:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 10:05,0
2025-05-15 09:50:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 10:05,0
2025-05-15 09:50:00+00:00,8595.679688,8595.679688,8595.679688,8595.679688,0,^FTSE,15/05/2025 10:05,1
2025-05-15 09:50:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 10:05,0
2025-05-15 09:50:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 10:05,0
2025-05-15 09:51:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 10:06,0
2025-05-15 09:51:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 10:06,0
2025-05-15 09:51:00+00:00,8596.759766,8596.759766,8596.759766,8596.759766,0,^FTSE,15/05/2025 10:06,1
2025-05-15 09:51:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 10:06,0
2025-05-15 09:51:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 10:06,0
2025-05-15 09:52:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 10:07,0
2025-05-15 09:52:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 10:07,0
2025-05-15 09:52:00+00:00,8594.589844,8594.589844,8594.589844,8594.589844,0,^FTSE,15/05/2025 10:07,1
2025-05-15 09:52:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 10:07,0
2025-05-15 09:52:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 10:07,0
2025-05-15 09:53:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 10:08,0
2025-05-15 09:53:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 10:08,0
2025-05-15 09:53:00+00:00,8593.160156,8593.160156,8593.160156,8593.160156,0,^FTSE,15/05/2025 10:08,1
2025-05-15 09:53:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 10:08,0
2025-05-15 09:53:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 10:08,0
2025-05-15 09:54:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 10:09,0
2025-05-15 09:54:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 10:09,0
2025-05-15 09:54:00+00:00,8592.730469,8592.730469,8592.730469,8592.730469,0,^FTSE,15/05/2025 10:09,1
2025-05-15 09:54:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 10:09,0
2025-05-15 09:54:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 10:09,0
2025-05-15 09:55:00+00:00,42051.05859,42051.05859,42051.05859,42051.05859,,^DJI,15/05/2025 10:11,0
2025-05-15 09:55:00+00:00,19146.81055,19146.81055,19146.81055,19146.81055,,^IXIC,15/05/2025 10:11,0
2025-05-15 09:55:00+00:00,8592.69043,8593.400391,8592.080078,8593.269531,0,^FTSE,15/05/2025 10:11,1
2025-05-15 09:55:00+00:00,37755.51172,37755.51172,37755.51172,37755.51172,,^N225,15/05/2025 10:11,0
2025-05-15 09:55:00+00:00,3380.821289,3380.821289,3380.821289,3380.821289,,000001.SS,15/05/2025 10:11,0
